Count,Modulation,Phase_Noise,IQ_Imbalance,Interference,SNR_Range
1,8-ASK,0.00,0.00,0.00,76
111,w5,108,8-ASK,0.00,0.00,0.00,76
111,w5,109,8-ASK,0.00,0.00,0.00,76
111,w5,110,8-ASK,0.00,0.00,0.00,76
111,w5,111,8-ASK,0.00,0.00,0.00,76
111,w5,112,8-ASK,0.00,0.00,0.00,76
111,w5,113,8-ASK,0.00,0.00,0.00,76
111,w5,114,8-ASK,0.00,0.00,0.00,76
111,w5,115,8-ASK,0.00,0.00,0.00,76
111,w5,116,8-ASK,0.00,0.00,0.00,76
111,w5,117,8-ASK,0.00,0.00,0.00,76
111,w5,118,8-ASK,0.00,0.00,0.00,76
111,w5,119,8-ASK,0.00,0.00,0.00,76
111,w5,120,8-ASK,0.00,0.00,0.00,76
111,w5,121,
